ID;Sous-thematique;Phrase FR;Trad ewe L1;Trad ewe L2;Arbitrage;Statut
SP-TRA-010;Transport;La sécurité routière protège tout le monde.;;;;A traduire
SP-IMP-001;Impots;Les impôts financent les services publics.;;;;A traduire
SP-IMP-002;Impots;Les contribuables déclarent leurs revenus.;;;;A traduire
SP-IMP-003;Impots;La patente se renouvelle chaque année.;;;;A traduire
SP-IMP-004;Impots;Payez vos impôts à temps.;;;;A traduire
SP-IMP-005;Impots;Les impôts locaux soutiennent la commune.;;;;A traduire
SP-IMP-006;Impots;Demandez un reçu pour chaque paiement.;;;;A traduire
SP-IMP-007;Impots;Les entreprises paient l'impôt sur les bénéfices.;;;;A traduire
SP-IMP-008;Impots;La TVA est incluse dans les prix.;;;;A traduire
SP-IMP-009;Impots;Les agents des impôts vous conseillent.;;;;A traduire
SP-IMP-010;Impots;Payer ses impôts est un devoir citoyen.;;;;A traduire
SP-POS-001;Poste et communication;La poste distribue le courrier.;;;;A traduire
SP-POS-002;Poste et communication;Envoyez des colis en toute sécurité.;;;;A traduire
SP-POS-003;Poste et communication;Les mandats se retirent à la poste.;;;;A traduire
SP-POS-004;Poste et communication;Les timbres sont vendus à la poste.;;;;A traduire
SP-POS-005;Poste et communication;Le réseau téléphonique couvre le pays.;;;;A traduire
SP-POS-006;Poste et communication;Internet arrive dans les villages.;;;;A traduire
SP-POS-007;Poste et communication;Les cybercafés offrent l'accès.;;;;A traduire
SP-POS-008;Poste et communication;Méfiez-vous des arnaques par téléphone.;;;;A traduire
SP-POS-009;Poste et communication;Ne partagez pas vos codes secrets.;;;;A traduire
SP-POS-010;Poste et communication;La communication connecte les familles.;;;;A traduire
SP-SEC-001;Securite;En cas de danger appelez la police.;;;;A traduire
SP-SEC-002;Securite;Le commissariat est ouvert jour et nuit.;;;;A traduire
SP-SEC-003;Securite;La police protège les citoyens.;;;;A traduire
SP-SEC-004;Securite;Signalez les comportements suspects.;;;;A traduire
SP-SEC-005;Securite;Les pompiers interviennent en urgence.;;;;A traduire
SP-SEC-006;Securite;Les numéros d'urgence sont affichés.;;;;A traduire
SP-SEC-007;Securite;Gardez vos documents d'identité.;;;;A traduire
SP-SEC-008;Securite;La sécurité est l'affaire de tous.;;;;A traduire
SP-SEC-009;Securite;Le voisinage veille les uns sur les autres.;;;;A traduire
SP-SEC-010;Securite;Ensemble vivons en sécurité.;;;;A traduire
SP-SOC-001;Services sociaux;Les services sociaux aident les familles en difficulté.;;;;A traduire
SP-SOC-002;Services sociaux;L'assistance sociale soutient les personnes âgées.;;;;A traduire
SP-SOC-003;Services sociaux;Les orphelins sont accompagnés.;;;;A traduire
SP-SOC-004;Services sociaux;Les personnes handicapées ont des droits.;;;;A traduire
SP-SOC-005;Services sociaux;Les allocations familiales existent.;;;;A traduire
SP-SOC-006;Services sociaux;L'aide sociale se demande au centre social.;;;;A traduire
SP-SOC-007;Services sociaux;Les travailleurs sociaux vous écoutent.;;;;A traduire
SP-SOC-008;Services sociaux;Les ONG complètent l'action publique.;;;;A traduire
SP-SOC-009;Services sociaux;Les cantines scolaires aident les enfants.;;;;A traduire
SP-SOC-010;Services sociaux;La solidarité nationale protège les plus fragiles.;;;;A traduire
SP-SOC-011;Services sociaux;Les victimes de violences sont soutenues.;;;;A traduire
SP-SOC-012;Services sociaux;Le numéro vert est gratuit.;;;;A traduire
SP-SOC-013;Services sociaux;Ne restez pas seul face aux difficultés.;;;;A traduire
SP-SOC-014;Services sociaux;Demandez de l'aide c'est un droit.;;;;A traduire
SP-SOC-015;Services sociaux;La société togolaise est solidaire.;;;;A traduire
