ID;Sous-thematique;Phrase FR;Trad ewe L1;Trad ewe L2;Arbitrage;Statut
EXA-ORI-001;Orientation;Après le BEPC choisis une filière.;;;;A traduire
EXA-ORI-002;Orientation;Le lycée propose plusieurs séries.;;;;A traduire
EXA-ORI-003;Orientation;Consulte le conseiller d'orientation.;;;;A traduire
EXA-ORI-004;Orientation;Choisis une filière qui te plaît.;;;;A traduire
EXA-ORI-005;Orientation;Pense à ton projet professionnel.;;;;A traduire
EXA-ORI-006;Orientation;Les filières scientifiques ouvrent des portes.;;;;A traduire
EXA-ORI-007;Orientation;Les métiers techniques sont importants.;;;;A traduire
EXA-ORI-008;Orientation;Renseigne-toi sur les établissements.;;;;A traduire
EXA-ORI-009;Orientation;La formation professionnelle est une option.;;;;A traduire
EXA-ORI-010;Orientation;Ne choisis pas sous la pression.;;;;A traduire
EXA-ORI-011;Orientation;Parle de ton avenir avec tes parents.;;;;A traduire
EXA-ORI-012;Orientation;L'orientation se prépare tôt.;;;;A traduire
EXA-ORI-013;Orientation;Les bourses existent pour les bons élèves.;;;;A traduire
EXA-ORI-014;Orientation;Chaque filière mène à un métier.;;;;A traduire
EXA-ORI-015;Orientation;Ton choix doit te ressembler.;;;;A traduire
EXA-PAR-001;Conseils aux parents;Soutenez votre enfant pendant les examens.;;;;A traduire
EXA-PAR-002;Conseils aux parents;Évitez la pression excessive.;;;;A traduire
EXA-PAR-003;Conseils aux parents;Encouragez les efforts pas seulement les notes.;;;;A traduire
EXA-PAR-004;Conseils aux parents;Un cadre calme aide à réviser.;;;;A traduire
EXA-PAR-005;Conseils aux parents;Vérifiez que l'enfant dort assez.;;;;A traduire
EXA-PAR-006;Conseils aux parents;Payez les frais d'examen à temps.;;;;A traduire
EXA-PAR-007;Conseils aux parents;Accompagnez votre enfant le jour de l'examen.;;;;A traduire
EXA-PAR-008;Conseils aux parents;Rassurez-le avant l'épreuve.;;;;A traduire
EXA-PAR-009;Conseils aux parents;Acceptez le résultat avec bienveillance.;;;;A traduire
EXA-PAR-010;Conseils aux parents;Aidez votre enfant à rebondir après un échec.;;;;A traduire
EXA-PAR-011;Conseils aux parents;Les études de votre enfant sont un investissement.;;;;A traduire
EXA-PAR-012;Conseils aux parents;Félicitez-le pour son travail.;;;;A traduire
EXA-PAR-013;Conseils aux parents;L'école ne s'arrête pas à l'examen.;;;;A traduire
EXA-PAR-014;Conseils aux parents;Votre confiance donne du courage.;;;;A traduire
EXA-PAR-015;Conseils aux parents;Croyez en votre enfant.;;;;A traduire
EXA-BEP-001;BEPC et BAC;Le BEPC se passe en classe de troisième.;;;;A traduire
EXA-BEP-002;BEPC et BAC;Le baccalauréat se passe en terminale.;;;;A traduire
EXA-BEP-003;BEPC et BAC;L'inscription au BEPC se fait au collège.;;;;A traduire
EXA-BEP-004;BEPC et BAC;L'inscription au BAC se fait au lycée.;;;;A traduire
EXA-BEP-005;BEPC et BAC;Les épreuves écrites durent une semaine.;;;;A traduire
EXA-BEP-006;BEPC et BAC;L'oral est une épreuve importante.;;;;A traduire
EXA-BEP-007;BEPC et BAC;Le BAC conditionne l'entrée à l'université.;;;;A traduire
EXA-BEP-008;BEPC et BAC;Prépare ton dossier pour l'université.;;;;A traduire
EXA-BEP-009;BEPC et BAC;Les résultats du BAC sortent en juillet.;;;;A traduire
EXA-BEP-010;BEPC et BAC;La session de remplacement existe.;;;;A traduire
EXA-BEP-011;BEPC et BAC;Les bacheliers peuvent s'inscrire en licence.;;;;A traduire
EXA-BEP-012;BEPC et BAC;Choisis ton université selon ta filière.;;;;A traduire
EXA-BEP-013;BEPC et BAC;Le BEPC est le premier diplôme important.;;;;A traduire
EXA-BEP-014;BEPC et BAC;Les épreuves sportives comptent aussi.;;;;A traduire
EXA-BEP-015;BEPC et BAC;Bonne chance pour ton examen.;;;;A traduire
