ID;Sous-thematique;Phrase FR;Trad ewe L1;Trad ewe L2;Arbitrage;Statut
PAL-PRE-016;Prevention;Protège ton enfant avec une moustiquaire imprégnée.;;;;A traduire
PAL-PRE-017;Prevention;Dormez sous moustiquaire même en saison sèche.;;;;A traduire
PAL-PRE-018;Prevention;Les moustiquaires imprégnées sont gratuites au centre de santé.;;;;A traduire
PAL-PRE-019;Prevention;Vérifie la date de réimprégnation de la moustiquaire.;;;;A traduire
PAL-PRE-020;Prevention;Une moustiquaire bien utilisée réduit le paludisme chez les enfants.;;;;A traduire
PAL-CON-001;Consultation;Bonjour pourquoi êtes-vous venu aujourd'hui ?;;;;A traduire
PAL-CON-002;Consultation;Qu'est-ce qui ne va pas chez l'enfant ?;;;;A traduire
PAL-CON-003;Consultation;Depuis quand votre enfant est-il malade ?;;;;A traduire
PAL-CON-004;Consultation;Avez-vous donné un médicament à l'enfant ?;;;;A traduire
PAL-CON-005;Consultation;Quel médicament lui avez-vous donné ?;;;;A traduire
PAL-CON-006;Consultation;L'enfant a-t-il été testé pour le paludisme ?;;;;A traduire
PAL-CON-007;Consultation;Nous allons faire un test de diagnostic rapide.;;;;A traduire
PAL-CON-008;Consultation;Le test montre que l'enfant a le paludisme.;;;;A traduire
PAL-CON-009;Consultation;Le test est négatif ce n'est pas le paludisme.;;;;A traduire
PAL-CON-010;Consultation;Votre enfant doit être hospitalisé.;;;;A traduire
PAL-CON-011;Consultation;Le centre de santé est ouvert tous les jours.;;;;A traduire
PAL-CON-012;Consultation;Amenez l'enfant au centre de santé dès les premiers signes.;;;;A traduire
PAL-CON-013;Consultation;Ne donnez pas de médicaments sans avis médical.;;;;A traduire
PAL-CON-014;Consultation;Le médecin va examiner l'enfant.;;;;A traduire
PAL-CON-015;Consultation;As-tu amené le carnet de santé de l'enfant ?;;;;A traduire
PAL-CON-016;Consultation;Revenez dans trois jours pour le contrôle.;;;;A traduire
PAL-CON-017;Consultation;Suivez bien les conseils de l'agent de santé.;;;;A traduire
PAL-CON-018;Consultation;L'infirmier va vous expliquer le traitement.;;;;A traduire
PAL-CON-019;Consultation;N'attendez pas que la maladie s'aggrave.;;;;A traduire
PAL-CON-020;Consultation;Le traitement du paludisme est gratuit pour les enfants de moins de cinq ans.;;;;A traduire
PAL-TRT-001;Traitement;Prends ce médicament deux fois par jour pendant trois jours.;;;;A traduire
PAL-TRT-002;Traitement;Continue le traitement jusqu'à la fin même si tu te sens mieux.;;;;A traduire
PAL-TRT-003;Traitement;Donne le médicament à heures fixes.;;;;A traduire
PAL-TRT-004;Traitement;Écrase le comprimé et mélange-le avec un peu d'eau.;;;;A traduire
PAL-TRT-005;Traitement;Donne le médicament après le repas.;;;;A traduire
PAL-TRT-006;Traitement;Ne partage pas les médicaments avec les autres enfants.;;;;A traduire
PAL-TRT-007;Traitement;Si l'enfant vomit le médicament reviens au centre de santé.;;;;A traduire
PAL-TRT-008;Traitement;Garde les médicaments hors de portée des enfants.;;;;A traduire
PAL-TRT-009;Traitement;Le traitement complet guérit le paludisme.;;;;A traduire
PAL-TRT-010;Traitement;Ne mélange pas ce médicament avec d'autres sans avis.;;;;A traduire
PAL-TRT-011;Traitement;L'artémisinine est le meilleur traitement du paludisme simple.;;;;A traduire
PAL-TRT-012;Traitement;Prends tes comprimés avec de l'eau propre.;;;;A traduire
PAL-TRT-013;Traitement;La fièvre va baisser après un ou deux jours de traitement.;;;;A traduire
PAL-TRT-014;Traitement;Termine toujours la boîte de médicaments.;;;;A traduire
PAL-TRT-015;Traitement;Si la fièvre persiste après deux jours reviens consulter.;;;;A traduire
PAL-TRT-016;Traitement;Ne reprends pas un ancien traitement sans test.;;;;A traduire
PAL-TRT-017;Traitement;La dose dépend du poids de l'enfant.;;;;A traduire
PAL-TRT-018;Traitement;Pèse l'enfant avant de donner le médicament.;;;;A traduire
PAL-TRT-019;Traitement;Observe l'enfant après la première prise.;;;;A traduire
PAL-TRT-020;Traitement;Un traitement bien suivi évite les complications.;;;;A traduire
PAL-GRA-001;Signes de gravite;Amène l'enfant à l'hôpital s'il convulse.;;;;A traduire
PAL-GRA-002;Signes de gravite;L'enfant est inconscient c'est une urgence.;;;;A traduire
PAL-GRA-003;Signes de gravite;Si l'enfant ne peut pas boire va vite à l'hôpital.;;;;A traduire
PAL-GRA-004;Signes de gravite;Les vomissements répétés sont un signe grave.;;;;A traduire
PAL-GRA-005;Signes de gravite;La respiration rapide est un signe de danger.;;;;A traduire
PAL-GRA-006;Signes de gravite;L'enfant a les lèvres pâles il faut agir vite.;;;;A traduire
PAL-GRA-007;Signes de gravite;L'urine foncée peut être un signe de paludisme grave.;;;;A traduire
PAL-GRA-008;Signes de gravite;Ne donne rien par la bouche si l'enfant convulse.;;;;A traduire
PAL-GRA-009;Signes de gravite;Allonge l'enfant sur le côté en attendant les secours.;;;;A traduire
PAL-GRA-010;Signes de gravite;Le paludisme grave peut tuer s'il n'est pas traité à temps.;;;;A traduire
PAL-GRA-011;Signes de gravite;Appelle le centre de santé en cas d'urgence.;;;;A traduire
PAL-GRA-012;Signes de gravite;Transporte l'enfant à l'hôpital le plus proche.;;;;A traduire
PAL-GRA-013;Signes de gravite;Le paludisme cérébral est une complication grave.;;;;A traduire
PAL-GRA-014;Signes de gravite;Une prise en charge rapide sauve la vie.;;;;A traduire
PAL-GRA-015;Signes de gravite;Reste calme mais agis vite.;;;;A traduire
PAL-CAM-001;Campagnes;Le paludisme se prévient protège ta famille.;;;;A traduire
PAL-CAM-002;Campagnes;Participe à la campagne de distribution de moustiquaires.;;;;A traduire
PAL-CAM-003;Campagnes;Le village se mobilise contre le paludisme.;;;;A traduire
PAL-CAM-004;Campagnes;Chaque famille doit avoir une moustiquaire imprégnée.;;;;A traduire
PAL-CAM-005;Campagnes;La lutte contre le paludisme commence à la maison.;;;;A traduire
PAL-CAM-006;Campagnes;Informe tes voisins sur le paludisme.;;;;A traduire
PAL-CAM-007;Campagnes;Le dépistage précoce sauve des vies.;;;;A traduire
PAL-CAM-008;Campagnes;Les agents de santé visitent les maisons cette semaine.;;;;A traduire
PAL-CAM-009;Campagnes;La pulvérisation de la maison réduit les moustiques.;;;;A traduire
PAL-CAM-010;Campagnes;Ensemble nous pouvons éliminer le paludisme.;;;;A traduire
PAL-CAM-011;Campagnes;Vérifie que les enfants dorment sous moustiquaire.;;;;A traduire
PAL-CAM-012;Campagnes;Le paludisme coûte cher la prévention coûte peu.;;;;A traduire
PAL-CAM-013;Campagnes;Signale les cas de paludisme au centre de santé.;;;;A traduire
PAL-CAM-014;Campagnes;La campagne de distribution continue ce mois-ci.;;;;A traduire
PAL-CAM-015;Campagnes;Protège-toi protège tes enfants protège ta communauté.;;;;A traduire
PAL-VUL-001;Femmes enceintes et enfants;Le paludisme est dangereux pour la femme enceinte.;;;;A traduire
PAL-VUL-002;Femmes enceintes et enfants;Le paludisme peut être dangereux pour le bébé.;;;;A traduire
PAL-VUL-003;Femmes enceintes et enfants;La femme enceinte doit dormir sous moustiquaire.;;;;A traduire
PAL-VUL-004;Femmes enceintes et enfants;Prends le traitement préventif pendant la grossesse.;;;;A traduire
PAL-VUL-005;Femmes enceintes et enfants;Amène ton enfant au centre de santé dès la fièvre.;;;;A traduire
PAL-VUL-006;Femmes enceintes et enfants;Les enfants de moins de cinq ans sont les plus fragiles.;;;;A traduire
PAL-VUL-007;Femmes enceintes et enfants;Le paludisme peut provoquer une anémie chez l'enfant.;;;;A traduire
PAL-VUL-008;Femmes enceintes et enfants;Le paludisme chez la femme enceinte peut causer un accouchement précoce.;;;;A traduire
PAL-VUL-009;Femmes enceintes et enfants;Suis les rendez-vous de la consultation prénatale.;;;;A traduire
PAL-VUL-010;Femmes enceintes et enfants;L'allaitement protège le nourrisson.;;;;A traduire
PAL-VUL-011;Femmes enceintes et enfants;Donne le médicament à l'enfant même s'il pleure.;;;;A traduire
PAL-VUL-012;Femmes enceintes et enfants;Surveille la fièvre de l'enfant pendant la nuit.;;;;A traduire
PAL-VUL-013;Femmes enceintes et enfants;Le carnet de vaccination de l'enfant est important.;;;;A traduire
PAL-VUL-014;Femmes enceintes et enfants;Une femme enceinte avec de la fièvre doit consulter immédiatement.;;;;A traduire
PAL-VUL-015;Femmes enceintes et enfants;Protège le bébé avec une moustiquaire dès la naissance.;;;;A traduire
