ID;Sous-thematique;Phrase FR;Trad ewe L1;Trad ewe L2;Arbitrage;Statut
GRO-ALL-010;Allaitement;Le lait maternel suffit au début.;;;;A traduire
GRO-ALL-011;Allaitement;Si les seins sont douloureux demandez conseil.;;;;A traduire
GRO-ALL-012;Allaitement;Une bonne alimentation de la mère améliore le lait.;;;;A traduire
GRO-ALL-013;Allaitement;Allaitez même si le bébé est malade.;;;;A traduire
GRO-ALL-014;Allaitement;Le colostrum est précieux pour le bébé.;;;;A traduire
GRO-ALL-015;Allaitement;L'allaitement crée un lien avec le bébé.;;;;A traduire
GRO-NUT-001;Nutrition de l'enfant;Après six mois ajoutez des aliments solides.;;;;A traduire
GRO-NUT-002;Nutrition de l'enfant;Commencez par des bouillies légères.;;;;A traduire
GRO-NUT-003;Nutrition de l'enfant;La bouillie enrichie donne de l'énergie.;;;;A traduire
GRO-NUT-004;Nutrition de l'enfant;Ajoutez un peu d'huile à la bouillie.;;;;A traduire
GRO-NUT-005;Nutrition de l'enfant;Donnez de la purée de légumes.;;;;A traduire
GRO-NUT-006;Nutrition de l'enfant;Les œufs sont bons pour l'enfant.;;;;A traduire
GRO-NUT-007;Nutrition de l'enfant;Le poisson apporte des protéines.;;;;A traduire
GRO-NUT-008;Nutrition de l'enfant;Donnez de petits repas fréquents.;;;;A traduire
GRO-NUT-009;Nutrition de l'enfant;Lavez les fruits avant de les donner.;;;;A traduire
GRO-NUT-010;Nutrition de l'enfant;Ne forcez jamais l'enfant à manger.;;;;A traduire
GRO-NUT-011;Nutrition de l'enfant;Encouragez l'enfant à manger seul.;;;;A traduire
GRO-NUT-012;Nutrition de l'enfant;Variez les aliments chaque jour.;;;;A traduire
GRO-NUT-013;Nutrition de l'enfant;La malbouffe n'est pas bonne pour l'enfant.;;;;A traduire
GRO-NUT-014;Nutrition de l'enfant;Donnez de l'eau bouillie à l'enfant.;;;;A traduire
GRO-NUT-015;Nutrition de l'enfant;Un enfant bien nourri grandit bien.;;;;A traduire
GRO-FAM-001;Nutrition familiale;Toute la famille doit manger équilibré.;;;;A traduire
GRO-FAM-002;Nutrition familiale;Les légumes du jardin sont gratuits et bons.;;;;A traduire
GRO-FAM-003;Nutrition familiale;Cuisinez avec du sel iodé.;;;;A traduire
GRO-FAM-004;Nutrition familiale;Buvez de l'eau potable.;;;;A traduire
GRO-FAM-005;Nutrition familiale;Le manioc seul ne suffit pas.;;;;A traduire
GRO-FAM-006;Nutrition familiale;Mélangez céréales et légumineuses.;;;;A traduire
GRO-FAM-007;Nutrition familiale;La patate douce est riche en vitamine A.;;;;A traduire
GRO-FAM-008;Nutrition familiale;Les fruits de saison sont les meilleurs.;;;;A traduire
GRO-FAM-009;Nutrition familiale;Évitez de trop sucrer les repas.;;;;A traduire
GRO-FAM-010;Nutrition familiale;Une famille bien nourrie est une famille en santé.;;;;A traduire
