ID;Sous-thematique;Phrase FR;Trad ewe L1;Trad ewe L2;Arbitrage;Statut
ETC-JUG-004;Jugements suppletifs;La procédure passe par le tribunal de première instance.;;;;A traduire
ETC-JUG-005;Jugements suppletifs;Le jugement est transcrit à la mairie.;;;;A traduire
ETC-JUG-006;Jugements suppletifs;Le jugement supplétif prend du temps.;;;;A traduire
ETC-JUG-007;Jugements suppletifs;Rassemblez les preuves disponibles.;;;;A traduire
ETC-JUG-008;Jugements suppletifs;Les témoins peuvent être entendus.;;;;A traduire
ETC-JUG-009;Jugements suppletifs;Le jugement donne une date de naissance.;;;;A traduire
ETC-JUG-010;Jugements suppletifs;Évitez d'en arriver là en déclarant tôt.;;;;A traduire
ETC-DRO-001;Droits des citoyens;Chaque citoyen a droit à un état civil.;;;;A traduire
ETC-DRO-002;Droits des citoyens;L'état civil prouve votre identité.;;;;A traduire
ETC-DRO-003;Droits des citoyens;Sans acte de naissance pas de CNI.;;;;A traduire
ETC-DRO-004;Droits des citoyens;L'état civil ouvre l'accès aux droits.;;;;A traduire
ETC-DRO-005;Droits des citoyens;L'inscription à l'école exige l'acte de naissance.;;;;A traduire
ETC-DRO-006;Droits des citoyens;Les services publics demandent l'identité.;;;;A traduire
ETC-DRO-007;Droits des citoyens;Le droit de vote est lié à l'état civil.;;;;A traduire
ETC-DRO-008;Droits des citoyens;Protégez vos documents d'identité.;;;;A traduire
ETC-DRO-009;Droits des citoyens;L'état civil protège chaque enfant.;;;;A traduire
ETC-DRO-010;Droits des citoyens;Connaissez vos droits de citoyen.;;;;A traduire
