ID;Sous-thematique;Phrase FR;Trad ewe L1;Trad ewe L2;Arbitrage;Statut
DM-CON-003;Conseils pratiques;Faites vos démarches tôt le matin.;;;;A traduire
DM-CON-004;Conseils pratiques;Portez vos documents dans une pochette.;;;;A traduire
DM-CON-005;Conseils pratiques;Notez les dates importantes.;;;;A traduire
DM-CON-006;Conseils pratiques;Gardez les copies de chaque dossier.;;;;A traduire
DM-CON-007;Conseils pratiques;Un dossier complet évite les allers-retours.;;;;A traduire
DM-CON-008;Conseils pratiques;Demandez les informations par écrit.;;;;A traduire
DM-CON-009;Conseils pratiques;Les agents sont là pour vous aider.;;;;A traduire
DM-CON-010;Conseils pratiques;La patience est utile dans les démarches.;;;;A traduire
DM-CON-011;Conseils pratiques;Préparez la monnaie pour les frais.;;;;A traduire
DM-CON-012;Conseils pratiques;Vérifiez les horaires avant de vous déplacer.;;;;A traduire
DM-CON-013;Conseils pratiques;Les jours de marché la mairie est bondée.;;;;A traduire
DM-CON-014;Conseils pratiques;Une bonne organisation fait gagner du temps.;;;;A traduire
DM-CON-015;Conseils pratiques;Connaissez vos droits avant de commencer.;;;;A traduire
