livre	chapitre	verset	fr	ewe
GEN	21	34	Abraham séjourna longtemps dans le pays des Philistins.	Ke Abraham nye ` ' wogblona vasede egbegbe bena: w u, ү dere: fe anyi- me 9 dal aniei Yehowa dea edo- gba dzi etefe didi. ui fiana le. Mawu do Abraham Kpo. Mawu do kpe nugbedodo la dzi. : ; 15 Eye Yehowa fe dola gayo 2 2. ie nya siawo megbe la Mais? Abraham zi evelia tso dzifo 16 he- gblone bena: Abraham! Edo ñu ne ! . cpe bena: ¿Meta dokuinye, ela- bena: Nye enye si!
GEN	23	7	Abraham se leva, et se prosterna devant le peuple du pays, devant les fils de Heth.	Tete Abraham tsi tre, eye wóbobo na anyigbadzito, siwo nye Iitiviwo, 8 eye wófo nu kpli wo bena: Ne mield bena, madi nye ame kukua la, ekema mido tom, eye mide kuku na Efron Zohar-vi nam 9 be, woatso efe kpeto Mahpela, si le efe agble fe nuwufe la nam, eye mahe fe de eta blibo, ne wòanye nye amedife kon le mia dome
GEN	23	12	Abraham se prosterna devant le peuple du pays.	Tete Abra- ham bobo na duametowo, 13 eye wódo nu na Efron bena: Mi dua- meviwo misee! Mahe fe de agble la ta; mede kuku na wo, ho ga le asinye, be mate nu adi nye ame kukua de afima!
GEN	24	2	Abraham dit à son serviteur, le plus ancien de sa maison, l’intendant de tous ses biens: Mets, je te prie, ta main sous ma cuisse;	Eye Abraham tsi ho fe gede, » eye Yehowa yra Abraham le nuwo kata me.» 2 Eye Abraham gblo na efe dola tsitsito, si kpoa efe nuwo kata dzi, bena: ?Tso wò asi do nye ali me, 3 eye nata Ye- howa, dzifo kple anyigba fe Mawu la, nam be, made sro na vinye atso Kanaanto, siwo dome mele la, fe nyonuviwo dome o; 4 ke bon nayi mía denyigba dzi kple fonyemeawo gbo, eye nade sró na vinye Isak!
GEN	24	13	Voici, je me tiens près de la source d’eau, et les filles des gens de la ville vont sortir pour puiser de l’eau.	Kpo da, mele tsitre de vudoa to, eye ne dua me nyonuviwo va tsi du ge, 14 eye aya me be, nyonuvia de ava, amesi magblo na bena: Na tsim mano, eye wdado nu nam be: Noe, eye mana wò kposowo hà nano la, ekema eyae nye nyonu, si nédo di na wo dola Isak, eye eya me madze sii le be, éve nye afeto nu!
GEN	24	26	Alors l’homme s’inclina et se prosterna devant l’Éternel,	Eye nutsu la ame klo na Yehowa he- tsyo mo anyi 27 gblo bena: Woa- kafu Yehowa, nye afeto Abraham fe Mawu, amesi menlo nye afeto be le enuveve kple nutefewowo ne me o la. Elabena Yehowa fia mom, eye wókplom va nye afeto noviwo gboe
GEN	24	42	Je suis arrivé aujourd’hui à la source, et j’ai dit: Éternel, Dieu de mon seigneur Abraham, si tu daignes faire réussir le voyage que j’accomplis,	Esi meva do vudoa to egbea la, medo gbe da gblo bena: Yehowa, wo nye afeto Abraham fe Mawu! Ne ana nye azoli, si dzi mele, nadze edzi nam la, kpo da, mele tsitre de vudoa to 43 ekema na bena, nyonuvi, si ava tsi du ge, eye magblo ne bena: Na tsi via dem mano, 44 eye woado nu nam be: Noe,eye mana wo kposowo ha la, eya nanye nyonu, si Yehowa do di na nye afeto fe vi la!
GEN	24	64	Rebecca leva aussi les yeux, vit Isaac, et descendit de son chameau.	Ke esi Rebeka fọ Ko dzi 1a, ekpo Isak da; tete wòdi le kpo- so la dzi, 65 eye wòbia dola la bena: Nutsu ka enye kem le gbe- me zom gbona mia kpe ge? Dola la do nu ne bena: Nye afetoe. Tete wotso motsyonu tsyo nku me
GEN	26	11	Alors Abimélec fit cette ordonnance pour tout le peuple: Celui qui touchera à cet homme ou à sa femme sera mis à mort.	Tete Abimeleh de se na efe duko blibo la Kaia bena: Ame- si ke awo nane de nutsu sia kple sróa nu la, woawui. Mawu do nupe na Isak le Gerar. Isak kpo kesinonuwo, eye Filistitowo wa ñui, 12 Eye Isak fà nu de anyigba ma dzi, eye wóne nu le fe ma me wodzi de dzi zi alafa deka son, wo, 29 be nagawo yga deke mí o, *elabena Yehowa yrae
GEN	27	4	Fais-moi un mets comme j’aime, et apporte-le-moi à manger, afin que mon âme te bénisse avant que je meure.	Emegbe nada nu nyuia de nam, abe alesi nyoa nunye ene, eye natsoe ve nam, ne madu, Be mayra wo hafi aku!7 5 Eye Rebeka se nya, siwo Isak gblo na via Esau la, Ke esi Esau yi gbe me, be wóawu là atso va afee la, 6 Rebeka gblo na via Ya- kob be: Mese alesi fofowó gblo na noviwó Esau bena
GEN	27	29	Que des peuples te soient soumis,	Du- kowo asubo wo, eye fomewo ano wò nusé te. /Adu afeto de novi- wowo nu, eye dawóviwo adze klo na wò. Amesi ke afo fi ade wò la, woafo fi adee, eye amesi ke ayra wo la, woayrae!
GEN	27	40	Tu vivras de ton épée,	Wo yi anyi wò, eye àsubo novi- wo. Ke ne éle wiwlim la, Age efe kokuti da le wó ko dzi.* Esau di bena, yeawu novia
GEN	27	44	et reste auprès de lui quelque temps, jusqu’à ce que la fureur de ton frère s’apaise,	Eye nano egbo nke- kea dewo, vasede esime noviwoó fe dziku la nu nafa ne, 45 vasede esime dzi nadzudzo ekuku de nu- - wò, eye wòañlo nusi néwo de enu la be! Ekema mado woakplo wo tso afima ve. Nukanuti mi ame! eve miabu dem gbe deka ?
GEN	29	14	Et Laban lui dit: Certainement, tu es mon os et ma chair.	Tete Laban gblo ne bena: Nyatefee, novinye kpamkpam nénye! Ke esi wóno egbo ġleti deka la, 15 La- ban gblo na Yakob bena: Novi- nye nenye! De awo do nam dzo- dzroa? Gbloe nam, nuka lanye wo fetu?
GEN	31	22	Le troisième jour, on annonça à Laban que Jacob s’était enfui.	Le nkeke etó megbe la wova gblo na Laban bena, Yakob si, 23 Tete wótso noviawo Kpe de edokui cu, ti eyome nkeke adre son, eye wova tui le 9 Gilead-towo dzi.24 EyeMawu va Laban, Aram- to la gbo le zá me dróefe, eye wógblo ne bena: Kpo dokuiwó ' dzi, be nagafo nu yba deke kple Yakob o
GEN	31	51	Laban dit à Jacob: Voici ce monceau, et voici ce monument que j’ai élevé entre moi et toi.	Eye Laban gblo na Yakob bena: Kpe- ko sia kple dzesikpe, si mía kpli wó míetu 52 Kpeko sia kple dzesikpe la anye dase: Nyeme- kpo mo ato kpeko sia kple dze- sikpe sia iu ava gbowó o, eye wo ha mékpo mo ado tame yb ato kpeko sia kple dzesikpe sia nu ava gbonye o!
GEN	32	21	Le présent passa devant lui; et il resta cette nuit-là dans le camp.	Eye miagblo bena: Wo dola Yakob ha le mia megbe gbona. Elabena egblo be, yeatso nunana, siwo dze ngo ne la, akpatae gba, hafi ye nuto yeado de efe nku me, de- wo ave ye nu aho ye mahi
GEN	32	27	Il lui dit: Quel est ton nom? Et il répondit: Jacob.	Eye nutsu la gblo bena: De asi le nunye, ela- bena agu le dzedzem! Ke edo nu bena: *Nyemele asi de ge le nuwo o, negbe deko nayram hafi
GEN	32	28	Il dit encore: Ton nom ne sera plus Jacob, mais tu seras appelé Israël; car tu as lutté avec Dieu et avec des hommes, et tu as été vainqueur.	Ebiae bena: Nkowó de? Edo nu bena: Yakob
GEN	32	32	C’est pourquoi jusqu’à ce jour, les enfants d’Israël ne mangent point le tendon qui est à l’emboîture de la hanche; car Dieu frappa Jacob à l’emboîture de la hanche, au tendon.	Ke esi wóde Pniel de megbe la, ge dze, eye wóle totom de aku dzi
GEN	33	20	Et là, il éleva un autel, qu’il appela El-Élohé-Israël.	d . f SüamJL14,17. y Zam.1. 25,27; A Mo. V. 22, 21. . 22, 15. k Yos. 24, 32. Eye wódi vosamlekpui de afima, eye wona nkoe bena „Mawu, si enye Israel fe Mawu , 3 Gbe deka Dina, Lea fe vinyo- » nu,? si wòdzi na Yakob la, do go yi dua me nyonuviwo kpo ge da
GEN	36	4	Ada enfanta à Ésaü Éliphaz; Basmath enfanta Réuel;	Ada dzi Elifas na Esau, eye Bas- mat dzi Reguel 5 Eye Oho- libama dzi Yehus, Yaelem kple Korah. Esiawo nye vinutsu, siwo wodzi na Esau le Kanaan-nyigba dzi
GEN	37	29	Ruben revint à la citerne; et voici, Joseph n’était plus dans la citerne. Il déchira ses vêtements,	Esi Ruben gatro va doa to la, mega- kpo Yosef le do la me o. Tete IL 1, 11. d kp. 20, e kp. 29. g kp. 3. h . . 25, 5. wodze efe awu, 30 eye esi wò- gatro va noviawo gbo la, egblo bena: Devia megali o; azo afika nye la mayi? Yakob fa konyi le Yosef ñuti
GEN	38	13	On en informa Tamar, et on lui dit: Voici ton beau-père qui monte à Thimna, pour tondre ses brebis.	Ke esi wogblo na Tamar bena, toa gbona va Timnat fu së ge na efe aléwo la, 14 ede efe ahovowo di, 150 motsyonu tsyo Bku me, eye wótsyo avo bluko heva bobo no Enaim-gbo, si le Tim- nat-mo dzi la nu; elabena ekpo be, Sela tsi, gake wometso ye ne, be wòade o
GEN	39	10	Quoiqu’elle parlât tous les jours à Joseph, il refusa de coucher auprès d’elle, d’être avec elle.	Eye wonoa nya sia gblom na Yosef nkeke sia nkeke; ke meld be, yeamlo egbo, eye yeade asi me, be wóawo efe dowo, eye afea- metoa deke meli o la, 12 elé efe avo, eye wógblo bena: Va mlo anyi kplim! Ke egblé efe avo la de esi me, eye wósi do go le afea me
GEN	40	4	Le chef des gardes les plaça sous la surveillance de Joseph, qui faisait le service auprès d’eux; et ils passèrent un certain temps en prison.	Fia ñuti mewo fe amega la tso dzi, eye wono gaho me geyigi di- dia de
GEN	41	53	Les sept années d’abondance qu’il y eut au pays d’Égypte s’écoulèrent.	Esi nuwafe adre, siwo va Egipte-nyi- gba dzi nu yi vo la, 54 tete do- nolife adreawo dze gome, abe alesi Yosef gblo ene. Eye do to de anyigbawo kata dzi, ke nudu- du le Egipte-nyigba ya dzi
GEN	43	31	Après s’être lavé le visage, il en sortit; et, faisant des efforts pour se contenir, il dit: Servez à manger.	Emegbe etutu mo, eye woógado go hezi Jf 43,22. edokui dzi gblo bena: Mido kpló 32 Tete wodo kpló ne IIe vovo, eye wodoe na woawo ha de vovo, nenema ke wodoe de vovo na Egipteto, siwo dua nu kplii la hà. Egiptetowo ?medua nu kple He- britowo o, elabena enye nunyonu- wowo le wofe hku me
GEN	45	15	Il embrassa aussi tous ses frères, en pleurant. Après quoi, ses frères s’entretinrent avec lui.	Eyome 7 37, 32. 33
GEN	46	28	Jacob envoya Juda devant lui vers Joseph, pour l’informer qu’il se rendait en Gosen.	Ke edo Yuda de engo do de Yosef gbo, bena woade ame ado ngo ne, ne woayi ° Gosen. Eye esi wodo Gosen-nyigba dzi la, 29 Yosef na wodo efe tasiadam do, eye wódoe yi fofoa Israel kpe ge le Gosen. Esi wókpoe la, ekpla asi ko ne, eye wófa avi de efe ko dzi wu
GEN	46	33	Et quand Pharaon vous appellera, et dira:	Ne Fa- rao ayo mi, eye wóabia mi bena, do ka wolawo mienye maha la, 34 ekema miado nu bena: 1anyi- lawo wà dolawo nye tso devime vasede fifi abe mía togbuiwo ke ene, bena wóade mo na mi miano Gosen-nyigba la dzi. Elabena: Egiptetowo nyoa ñu lányilawo
GEN	47	3	Pharaon leur dit: Quelle est votre occupation? Ils répondirent à Pharaon: Tes serviteurs sont bergers, comme l’étaient nos pères.	Eye Farao bia novia- wo bena: Do ka wolawo mienye? Wodo nu na Farao bena: Lanyi- lawo wo dolawo nye abe mia to- gbuiwo ke ene. 4 Eye wogblo na Farao bena: Amedzrowo míe- nye va afisia no ge; elabena gbe megali na wo dolawo fe làwo o, eye dowuame nu sé nuto le Ka- naan-nyigba dzi. Eyata míede kuku, na wó dolawo nano Gosen- nyigba dzi
GEN	48	3	Jacob dit à Joseph: Le Dieu tout-puissant m’est apparu à Luz, dans le pays de Canaan, et il m’a béni.	Eye Ya- kob gblo na Yosef bena: Mawu nusekatato la de edokui fiam le *Lus le Kanaan-nyigba dzi, eye wóyram 4 gblo nam bena: Mana nadzi, eye wo dzidzimeviwo naso gbo de dzi; mana nazu dukoha, eye matso anyigba sia ana me- gbewo viwo, be wóanye wo to te- gbé
GEN	49	3	Ruben, toi, mon premier-né,	Ruben! woe nye nye figogbevi, nye ñusë kple nye ali me vi gbáto; gbato le bubu me kple gato le nusé me.?
GEN	49	6	Que mon âme n’entre point dans leur conciliabule,	Nye /luwo made wofe adanu me o, eye nye dzi mabo ha kple wo o; elabena ?le dziku me wowu nutsuwo, eye le dzidzo tefe wone ata na nyitsu- wo
GEN	49	7	Maudite soit leur colère, car elle est violente,	Adi wofe nyanyra nu, ela- bena enu së, kple wofe dziku nu, elabena etefe meko o! *Mamà wo de Yakob viwo dome, eye makaka wo de Israel
GEN	49	9	Juda est un jeune lion.	Dzatavi enye Yuda. Le nuléle ta, vinye, àno to dzi. Emlo anyi tsyo ako abe dzatatsu ene, eye abe dzatano ene; ameka ate nu awuwui? 10 Atamkayi magbe Yuda si nono o, eye wo- made fiatikplo da le ekome o, va- sede esime amesi to wónye nava; amesi dukowo ana tae
GEN	49	11	Il attache à la vigne son âne,	Ede ka efe tedzivi de weinka nuti, kple efe tedzino vi de weinka nyui fe alowo nui. Enyá efe avo le wein me, kple efe awu le weintse- tse me tsi me
GEN	49	14	Issacar est un âne robuste,	Isahar enye tedzi, si fu tsi de làme na, eye wótsyo ako de làkpowo domee
GEN	49	17	Dan sera un serpent sur le chemin,	Dan enye da tsomo, dakpui le afomoe dzi; edu so fe afoWume, eye sodola dze anyi megbe me- gbee
GEN	49	18	J’espère en ton secours, ô Éternel!	Yehowa, wó dede la ko lalam mele! 19 Gad la, adzoha- wo ava dze edzi; ke eya ayo wo de nu
GEN	49	22	Joseph est le rejeton d’un arbre fertile,	Ati fé enye Yosef, ati fē le vudo to, eye wóde alo de gli dzi. 23 Wole fui, eye wotee kple da, eye anutrodalawo dee de nu
GEN	49	24	Mais son arc est demeuré ferme,	Ke evà efe dati gongorn, eye efe asiwo le tsotsom; elabena eho nusé tso Yakob fe nuséto kple Israel fe kplola kple Kpe la gbo, 25 tso fofowo fe Mawu la gbo, eya akpe de nuwó! tso nusékatütola gbo, eya ayra wò! Atso dzifo nu nyuiwo ayra wò, atso to gome nu nyuiwo ayra wo, eye atso notsi kple vidzido gede ayra wò!
GEN	49	26	Les bénédictions de ton père s’élèvent	Fofowo fe yayra, si gbo tonyigba hoho wonuwo kple togbe dze ani, siwo li tegbé ñu la, aya Yosef fe ta dzi kple noviawo fe amega fe dzodome
EXO	1	2	Ruben, Siméon, Lévi, Juda,	Ruben, Simeon, Le- wi kple Yuda, 3 Isabar, Zebulon kple Benyamin, 4 Dan, Naftali, Gad kple Aser. 5?Yakob fe dzi- dzimeviwo kata le ame blaadre; ke Yosef ya tre Egipte vava
EXO	2	25	Dieu regarda les enfants d’Israël, et il en eut compassion.	Eye Mawu kpo Israel-viwo fe nublanui, eye wòve wo nu. Mawu do Mose. Eye Mose kpo toa Midian- » nunola Yetro fe aléwo dzi. Gbe deka esi wókplo aléawo yi gbedzi la, eva Mawu fe to Horeb gbo
EXO	3	21	Je ferai même trouver grâce à ce peuple aux yeux des Égyptiens, et quand vous partirez, vous ne partirez point à vide.	Eye mana Egiptetowo nave duko sia nu, bena ne miele dzodzo ge la, miayi asi gboloe o; 22 ke nyonu sia nyonu nabia klo- salo kple sikanuwo kpakple avo- wo le efe afelika kple efe me me- dzrowo si, eye miatso wo ado aisyb na mia vinutsuwo kple mia vinyonuwo. Ale miaha Egiptetowo enye si! Mawu do mo Mose kple nukunu. Mose do iu gblo bena: Ne = womeho nye nya dzi se o, eye womedo to nye gbe o, ke bon wogblo bena: Yehowa mede edo- kui fia wó o de?
EXO	5	23	Depuis que je suis allé vers Pharaon pour parler en ton nom, il fait du mal à ce peuple, et tu n’as point délivré ton peuple.	Elabena tso esime meva Farao gbo, eye b , 1
EXO	6	28	Lorsque l’Éternel parla à Moïse dans le pays d’Égypte,	Esi Yehowa fo nu kple Mose le Egipte la, 29 Yehowa gblo na Mose bena: Nyee nye Yehowa! Yi dagblo nya, siwo katá magblo na wo la, na Farao, Egipte-fia
EXO	7	29	Les grenouilles monteront sur toi, sur ton peuple, et sur tous tes serviteurs.	Gü la akpokploawo ata le wà nuto, wò duko la kple ñuwò mewo kata ñuti. Fukpekpe evella ; akpokplowo. Eye Yehowa gblo na Mose » bena: Gblo na Aron be: Do wo asi kple atikplo de tosisiwo, towuwo kple tawo dzi, eye nahe akpokplowo ava Egipte-nyigba la dzi!
EXO	8	3	Mais les magiciens en firent autant par leurs enchantements. Ils firent monter les grenouilles sur le pays d’Égypte.	Ke afakalawo hà tso wofe aye me nuwowowo woe ne- nema, eye wohe akpokplowo va . d kp. 24; 9, 28; f kp. 11. Egipte-nyigba la dzi. 4 Tete Fa- rao yo Mose kple Aron ve, eye Iwògblo be: ?Mide kuku na Yeho- wa, bena wóana mía kple nye duko la míakpo gbodzoe tso akpo- kploawo si me, ekema made asi IIe duko la ñuti, bena woadasa vo na Yehowa
EXO	9	2	Si tu refuses de le laisser aller, et si tu le retiens encore,	Ke ne ègbe asidede le wo nu, eye nëgalé wo de anyi la, 3 ekema ?Yehowa fe asi alé wo laha, siwo le gbedzi, eye adza sesëa de afo sowo, tedziwo, kpo- sowo, nyiwo kple aléwo
EXO	10	19	L’Éternel fit souffler un vent d’occident très fort, qui emporta les sauterelles, et les précipita dans la mer Rouge; il ne resta pas une seule sauterelle dans toute l’étendue de l’Égypte.	Eye Yehowa na getodo- feya seséa de fo, eye wólo wetsu- viawo de nu dako de Avafu la d kp. 10
EXO	10	20	L’Éternel endurcit le cœur de Pharaon, et Pharaon ne laissa point aller les enfants d’Israël.	Ke Yehowa na Farao fe dzime së, eye mede asi le Israel-viwo nuti woyi 0. Fukpekpe asiekelia ; viviti, 21 Eye Yehowa gblo na Mose bena: Do wó asi de dzifo, bena viviti nado de Egipte-nyigba blibo 1a katà dzi, ale bena woate nu ali asi viviti la nu
EXO	10	27	L’Éternel endurcit le cœur de Pharaon, et Pharaon ne voulut point les laisser aller.	Gake Yehowa na Farao fe dzime sé, eye meló be, yeade asi le wo nu o./ 28 Eye Farao gblo ne bena: Te da le gbonye! Kpo nyuie, bena nagava nye nku ta azo o, elabena gbesi- gbe nagava nye nku ta la, ku ke naku! .29 Mose do ñu bena: Yo, wge fo nulo! Nyemegale wò nikuta va ge azo o. Dzadzrado hena gododo tso Egipte
EXO	11	4	Moïse dit: Ainsi parle l’Éternel: Vers le milieu de la nuit, je passerai au travers de l’Égypte;	Eye Mose gblo be: Ale Ye- howa gblo esi: Le zà titina la mele Egipte-nyigba me to ge ayi, 5 eye ngogbeviwo kata aku le Egipte-nyigba dzi, tso Farao fe ngogbevi, si ava no efe zi dzi la dzi vasede kosi, si le téfo, fe ngogbevi kpakple làwo fe ngo- gbeviwo kata dzi
